# potparams:0.63174503,0.27600319,-0.92824217,-3.23835295,1.32992829
1.08185819,0.99016303,1.00522203,0.03901620,0.00628810,0.09284287,-1091.04064158
1.12785229,0.97021132,0.99810827,-0.03398495,0.00304881,-0.00507771,-73.94182153
1.17115852,1.05900926,1.05687574,-0.03140165,0.00402729,0.08095734,-444.40227787
1.20371392,0.93154369,1.08187331,0.04154406,-0.00266875,0.03556783,-1178.85055937
1.13809912,0.98053885,1.00098770,0.10145083,-0.00771805,0.03827629,-3491.16982308
1.13283655,0.99550630,1.06015596,0.01647861,-0.00716127,-0.02033980,-66.82851860
1.13310923,1.00550546,1.04470270,-0.02730900,0.01533784,-0.02135886,-104.11814828
1.18148492,0.99579458,1.04037903,-0.00019312,-0.01034038,0.02660942,-87.77287210
1.16794906,1.07105771,1.03228915,0.03541243,-0.00274962,-0.08868860,-8290.51508447
1.12287398,0.93968382,1.07056039,0.11255099,-0.00610573,-0.04458668,-240.58978130
1.10831292,1.06539082,0.95814082,-0.01893311,0.00623730,-0.05484854,-18426.45489875
1.01268952,0.99697764,1.06761441,0.00323482,0.00535229,0.00732795,-146.44977916
1.08185819,0.99016303,1.00522203,0.03901620,0.00628810,0.09284287,-1091.04064158
1.09006679,0.97899349,1.02091359,-0.02177295,0.00380459,-0.00100734,-52.49555781
1.17115852,1.05900926,1.05687574,-0.03140165,0.00402729,0.08095734,-444.40227787
1.20371392,0.93154369,1.08187331,0.04154406,-0.00266875,0.03556783,-1178.85055937
1.13809912,0.98053885,1.00098770,0.10145083,-0.00771805,0.03827629,-3491.16982308
1.13289042,0.99748163,1.05710319,0.00782841,-0.00271659,-0.02054112,-63.18758333
1.13310923,1.00550546,1.04470270,-0.02730900,0.01533784,-0.02135886,-104.11814828
1.18148492,0.99579458,1.04037903,-0.00019312,-0.01034038,0.02660942,-87.77287210
1.15542038,1.05624763,1.03045920,0.02621320,-0.00169526,-0.07458359,-4503.86439831
1.12287398,0.93968382,1.07056039,0.11255099,-0.00610573,-0.04458668,-240.58978130
1.10345174,1.04237265,0.97486488,-0.01968971,0.00558918,-0.04050405,-9594.11687437
1.01268952,0.99697764,1.06761441,0.00323482,0.00535229,0.00732795,-146.44977916
1.05133279,0.99317044,1.03275693,0.02322522,0.00587511,0.05510358,-226.49725495
1.09006679,0.97899349,1.02091359,-0.02177295,0.00380459,-0.00100734,-52.49555781
1.17115852,1.05900926,1.05687574,-0.03140165,0.00402729,0.08095734,-444.40227787
1.20371392,0.93154369,1.08187331,0.04154406,-0.00266875,0.03556783,-1178.85055937
1.13809912,0.98053885,1.00098770,0.10145083,-0.00771805,0.03827629,-3491.16982308
1.13289042,0.99748163,1.05710319,0.00782841,-0.00271659,-0.02054112,-63.18758333
1.13103672,1.00422890,1.04355725,-0.02704244,0.01478251,-0.02037892,-100.39879786
1.18148492,0.99579458,1.04037903,-0.00019312,-0.01034038,0.02660942,-87.77287210
1.15253837,1.04873033,1.03386748,0.02386143,-0.00182591,-0.06767052,-2489.18247519
1.12191759,0.94082977,1.06911310,0.10863522,-0.00581682,-0.04331627,-227.16594254
1.11660773,1.01889369,0.98478400,0.02630866,0.00053628,-0.01059031,-5071.15722581
1.01268952,0.99697764,1.06761441,0.00323482,0.00535229,0.00732795,-146.44977916
1.05133279,0.99317044,1.03275693,0.02322522,0.00587511,0.05510358,-226.49725495
1.09006679,0.97899349,1.02091359,-0.02177295,0.00380459,-0.00100734,-52.49555781
1.17115852,1.05900926,1.05687574,-0.03140165,0.00402729,0.08095734,-444.40227787
1.19902035,0.94229148,1.07747045,0.03992229,-0.00259145,0.02609931,-1009.83846252
1.13809912,0.98053885,1.00098770,0.10145083,-0.00771805,0.03827629,-3491.16982308
1.13289042,0.99748163,1.05710319,0.00782841,-0.00271659,-0.02054112,-63.18758333
1.13149166,1.00257295,1.04688176,-0.01848426,0.01048779,-0.02041873,-87.72758787
1.18148492,0.99579458,1.04037903,-0.00019312,-0.01034038,0.02660942,-87.77287210
1.15253837,1.04873033,1.03386748,0.02386143,-0.00182591,-0.06767052,-2489.18247519
1.12191759,0.94082977,1.06911310,0.10863522,-0.00581682,-0.04331627,-227.16594254
1.11660773,1.01889369,0.98478400,0.02630866,0.00053628,-0.01059031,-5071.15722581
0.91004601,1.02710244,1.06218504,-0.01697510,0.00972824,-0.00301257,-44.93745714
1.05133279,0.99317044,1.03275693,0.02322522,0.00587511,0.05510358,-226.49725495
1.09006679,0.97899349,1.02091359,-0.02177295,0.00380459,-0.00100734,-52.49555781
