# potparams:0.68806664,0.29651706,-1.11185962,-3.25949917,0.39663456
1.08121727,0.96941218,1.02813687,-0.05364843,0.00865408,-0.11507693,-516.20663139
1.08724059,0.96193965,1.07049741,-0.01246852,0.01462108,-0.10300704,-1663.02516120
1.00211069,1.02914076,0.99951450,0.05723619,0.00901591,0.02512472,-5366.51218512
1.04504280,0.96581361,1.04840094,-0.04678847,-0.00267888,0.02651777,-1098.92214857
0.96541696,0.98016232,1.02018682,-0.04226028,-0.00671246,-0.00063323,-174.42409023
0.96264209,1.08462273,1.05708584,-0.03184978,0.00190915,0.10501276,-1324.28402159
1.00600795,1.03086016,1.06955397,-0.01761249,-0.01142518,-0.01746714,-104.17944767
0.96228010,1.06264341,1.08019195,-0.01490464,0.00488518,-0.00377859,-77.46740009
1.00800185,1.04380845,1.07032720,-0.10111006,-0.00306204,0.04139873,-473.67960980
1.01150474,1.03810056,1.04342905,-0.01003790,0.00186561,0.02050258,-407.38181937
1.00991499,1.00595043,1.02101234,0.01887819,0.00121821,0.05647420,-368.84369639
1.05994589,1.00925782,1.03578121,-0.03193652,0.00423494,0.00386700,-68.35922856
1.05710971,0.98176589,1.02572804,-0.02912692,0.00613998,-0.05707488,-210.60562246
1.07923610,0.97020983,1.07048022,-0.02142286,0.01283478,-0.08841954,-1456.24997671
1.00390644,1.02380471,1.00446111,0.04841009,0.00722167,0.03233817,-3422.56097104
1.04504280,0.96581361,1.04840094,-0.04678847,-0.00267888,0.02651777,-1098.92214857
0.93401900,0.93323586,0.98321817,0.00112983,-0.00940393,-0.03162351,-114.72465863
0.96264209,1.08462273,1.05708584,-0.03184978,0.00190915,0.10501276,-1324.28402159
1.00600795,1.03086016,1.06955397,-0.01761249,-0.01142518,-0.01746714,-104.17944767
0.96213526,1.05384891,1.08943730,-0.00812445,0.00607597,-0.04730885,-76.12652483
1.00800185,1.04380845,1.07032720,-0.10111006,-0.00306204,0.04139873,-473.67960980
1.04140402,1.00963342,1.03507239,0.00330889,0.00183897,-0.03120959,-165.77301276
1.01441161,0.99258881,1.03339880,-0.00322263,-0.00327460,0.07453690,-68.86346376
1.05994589,1.00925782,1.03578121,-0.03193652,0.00423494,0.00386700,-68.35922856
1.05416611,0.98698890,1.02747938,-0.02304771,0.00533388,-0.05222713,-131.31819529
